Date,Open,High,Low,Close,Adj Close,Volume
2023-02-01,2196.693115234375,2196.693115234375,2127.51416015625,2159.72705078125,2152.124755859375,9673900
2023-02-02,2139.51318359375,2167.203125,2133.05224609375,2147.774169921875,2140.2138671875,6831331
2023-02-03,2168.126220703125,2168.126220703125,2116.438232421875,2149.666259765625,2142.099365234375,12349787
2023-02-06,2136.744140625,2142.2822265625,2128.252685546875,2133.467529296875,2125.957763671875,7418939
2023-02-07,2133.975341796875,2148.189453125,2116.438232421875,2128.344970703125,2120.853271484375,7567717
2023-02-08,2134.898193359375,2178.18701171875,2129.3603515625,2170.84912109375,2163.207763671875,10580166
2023-02-09,2172.233642578125,2188.293701171875,2154.28125,2174.63330078125,2166.978515625,6586381
2023-02-10,2173.572021484375,2173.572021484375,2142.55908203125,2156.727294921875,2149.135498046875,5395222
2023-02-13,2160.00390625,2169.04931640625,2135.406005859375,2144.451416015625,2136.90283203125,5176246
2023-02-14,2150.543212890625,2198.492919921875,2144.728271484375,2194.985595703125,2187.25927734375,7160960
2023-02-15,2193.047119140625,2249.534912109375,2190.2783203125,2244.68896484375,2236.78759765625,16751795
2023-02-16,2260.841552734375,2274.086669921875,2238.3203125,2242.935302734375,2235.0400390625,8632243
2023-02-17,2233.6591796875,2259.041748046875,2224.98291015625,2252.3037109375,2244.37548828125,5904760
2023-02-20,2256.734130859375,2261.118408203125,2224.521484375,2228.490478515625,2220.646240234375,4418468
2023-02-21,2237.351318359375,2258.3955078125,2226.59814453125,2246.673583984375,2238.765380859375,6655796
2023-02-22,2239.151123046875,2242.88916015625,2192.17041015625,2195.723876953125,2187.994873046875,5512167
2023-02-23,2194.893310546875,2210.353515625,2179.525390625,2185.20166015625,2177.509765625,4925955
2023-02-24,2189.355224609375,2211.645751953125,2185.663330078125,2200.154296875,2192.40966796875,4717026
2023-02-27,2198.585205078125,2205.646240234375,2170.618408203125,2185.524658203125,2177.83154296875,5599857
2023-02-28,2174.679443359375,2184.740234375,2135.498291015625,2143.712890625,2136.1669921875,10997019
2023-03-01,2163.51123046875,2164.895751953125,2144.35888671875,2163.4189453125,2155.8037109375,5775572
2023-03-02,2157.05029296875,2170.572265625,2142.8359375,2146.943359375,2139.385986328125,4666767
2023-03-03,2168.2646484375,2209.153564453125,2161.25,2201.723388671875,2193.973388671875,7321903
2023-03-06,2215.19921875,2237.905029296875,2215.19921875,2223.229248046875,2215.403564453125,5085958
2023-03-08,2223.229248046875,2232.736328125,2201.354248046875,2231.21337890625,2223.359375,7891328
2023-03-09,2229.96728515625,2230.7978515625,2173.756591796875,2177.5869140625,2169.921875,8117564
2023-03-10,2161.203857421875,2163.51123046875,2136.790283203125,2143.851318359375,2136.304931640625,6667045
2023-03-13,2149.666259765625,2163.51123046875,2099.82421875,2108.5927734375,2101.17041015625,6385796
2023-03-14,2104.439208984375,2127.468017578125,2094.33251953125,2100.701171875,2093.306640625,8013761
2023-03-15,2108.2236328125,2121.330078125,2055.889404296875,2064.79638671875,2057.5283203125,10864277
2023-03-16,2070.288330078125,2080.441162109375,2032.6298828125,2054.5048828125,2047.27294921875,9181579
2023-03-17,2071.903564453125,2078.549072265625,2042.3214111328125,2051.920654296875,2044.6978759765625,17007106
2023-03-20,2044.4443359375,2049.059326171875,2012.1392822265625,2031.7530517578125,2024.6011962890625,9762294
2023-03-21,2048.090087890625,2098.9013671875,2046.290283203125,2094.932373046875,2087.55810546875,10700180
2023-03-22,2109.05419921875,2115.007568359375,2095.209228515625,2101.301025390625,2093.904541015625,5460047
2023-03-23,2093.36328125,2095.116943359375,2070.33447265625,2074.71875,2067.415771484375,8124685
2023-03-24,2072.364990234375,2076.749267578125,2028.7532958984375,2033.6451416015625,2026.4866943359375,6187972
2023-03-27,2046.7518310546875,2080.441162109375,2030.783935546875,2065.2578125,2057.988037109375,7027161
2023-03-28,2072.13427734375,2082.748779296875,2064.750244140625,2074.9033203125,2067.599609375,6288212
2023-03-29,2066.59619140625,2071.94970703125,2040.8446044921875,2062.62744140625,2055.366943359375,9402032
2023-03-31,2081.3642578125,2163.003662109375,2081.08740234375,2151.558349609375,2143.98486328125,14085600
2023-04-03,2164.434326171875,2168.126220703125,2136.744140625,2151.927490234375,2144.352783203125,5146521
2023-04-05,2167.203125,2167.203125,2130.791015625,2146.7587890625,2139.2021484375,8131464
2023-04-06,2139.651611328125,2172.7412109375,2139.651611328125,2161.157470703125,2153.550048828125,9217523
2023-04-10,2169.04931640625,2169.41845703125,2142.789794921875,2145.835693359375,2138.2822265625,6480704
2023-04-11,2154.28125,2160.7421875,2145.097412109375,2156.4501953125,2148.859375,5271183
2023-04-12,2156.4501953125,2185.478515625,2150.635498046875,2165.957275390625,2158.3330078125,9089543
2023-04-13,2171.818115234375,2183.632568359375,2161.665283203125,2174.125732421875,2166.472900390625,6189104
2023-04-17,2238.22802734375,2238.22802734375,2168.17236328125,2185.155517578125,2177.463623046875,8964739
2023-04-18,2193.97021484375,2193.97021484375,2146.897216796875,2160.142333984375,2152.53857421875,5202788
2023-04-19,2158.9423828125,2176.3408203125,2152.619873046875,2170.895263671875,2163.253662109375,6136737
2023-04-20,2172.83349609375,2177.356201171875,2152.527587890625,2165.4033203125,2157.781005859375,3503665
2023-04-21,2169.649169921875,2179.2021484375,2156.496337890625,2168.126220703125,2160.494384765625,3823658
2023-04-24,2192.124267578125,2197.56982421875,2167.203125,2176.433349609375,2168.772216796875,6468093
2023-04-25,2183.817138671875,2197.29296875,2169.5107421875,2193.09326171875,2185.37353515625,4618063
2023-04-26,2195.816162109375,2202.36962890625,2172.787353515625,2180.217529296875,2172.543212890625,4308917
2023-04-27,2192.124267578125,2200.43115234375,2181.97119140625,2194.016357421875,2186.29345703125,4583562
2023-04-28,2198.585205078125,2237.259033203125,2198.3544921875,2234.12060546875,2226.256591796875,7782605
2023-05-02,2248.61181640625,2257.47265625,2241.135498046875,2253.08837890625,2245.157470703125,6490902
2023-05-03,2256.734130859375,2256.734130859375,2227.244384765625,2233.75146484375,2225.888671875,3530936
2023-05-04,2234.720703125,2263.979736328125,2228.675048828125,2259.503173828125,2251.5498046875,4317616
2023-05-05,2253.042236328125,2271.8251953125,2248.42724609375,2253.734375,2245.80126953125,4373292
2023-05-08,2261.34912109375,2292.408203125,2255.94970703125,2281.56298828125,2273.53173828125,4576891
2023-05-09,2284.42431640625,2295.315673828125,2273.578857421875,2288.623779296875,2280.56787109375,3232360
2023-05-10,2298.269287109375,2307.36083984375,2290.146728515625,2304.361083984375,2296.249755859375,5436127
2023-05-11,2306.530029296875,2316.267578125,2285.854736328125,2289.316162109375,2281.2578125,5278930
2023-05-12,2279.62451171875,2295.869384765625,2267.3486328125,2293.05419921875,2284.982666015625,3477670
2023-05-15,2298.177001953125,2311.69873046875,2282.716552734375,2297.576904296875,2289.489501953125,3416671
2023-05-16,2301.961181640625,2307.1298828125,2261.487548828125,2264.856689453125,2256.88427734375,4358614
2023-05-17,2273.34814453125,2275.194091796875,2241.96630859375,2251.47314453125,2243.5478515625,4399483
2023-05-18,2260.933837890625,2267.810302734375,2240.258544921875,2246.62744140625,2238.71923828125,5262765
2023-05-19,2246.62744140625,2257.611083984375,2232.59765625,2253.9189453125,2245.985107421875,4025223
2023-05-22,2247.504150390625,2276.1171875,2245.058349609375,2265.964111328125,2257.98779296875,3717453
2023-05-23,2271.17919921875,2277.963134765625,2262.6875,2265.548828125,2257.573974609375,3046017
2023-05-24,2257.56494140625,2274.271240234375,2246.073486328125,2252.349853515625,2244.421630859375,4056127
2023-05-25,2246.489013671875,2260.42626953125,2230.013427734375,2252.072998046875,2244.145751953125,5743931
2023-05-26,2268.733154296875,2315.80615234375,2262.04150390625,2313.498779296875,2305.355224609375,6313130
2023-05-29,2326.882080078125,2335.189208984375,2314.144775390625,2326.512939453125,2318.323486328125,5005152
2023-05-30,2326.512939453125,2342.29638671875,2320.744140625,2325.9130859375,2317.725830078125,5671252
2023-05-31,2307.499267578125,2316.5908203125,2271.502197265625,2279.716796875,2271.692138671875,13553963
2023-06-01,2289.177734375,2293.56201171875,2268.733154296875,2273.578857421875,2265.575927734375,7296346
2023-06-02,2280.732177734375,2291.669677734375,2262.272216796875,2266.148681640625,2258.171875,7900322
2023-06-05,2277.224853515625,2292.50048828125,2269.1484375,2286.5009765625,2278.452392578125,5454341
2023-06-06,2292.2236328125,2296.146240234375,2272.42529296875,2288.439208984375,2280.3837890625,3746654
2023-06-07,2295.500244140625,2307.499267578125,2282.208984375,2305.791748046875,2297.67529296875,5156272
2023-06-08,2313.037109375,2323.0517578125,2299.192138671875,2307.176025390625,2299.0546875,6035554
2023-06-09,2313.960205078125,2315.390869140625,2287.193115234375,2290.839111328125,2282.775390625,2938509
2023-06-12,2284.8857421875,2297.53076171875,2275.194091796875,2292.86962890625,2284.798583984375,3195984
2023-06-13,2302.88427734375,2329.1435546875,2294.807861328125,2326.74365234375,2318.553466796875,5624008
2023-06-14,2326.882080078125,2358.26416015625,2323.190185546875,2355.356689453125,2347.06591796875,6638690
2023-06-15,2355.310546875,2365.23291015625,2340.265625,2356.0029296875,2347.709716796875,5906747
2023-06-16,2363.063720703125,2383.554443359375,2363.063720703125,2378.939453125,2370.565673828125,12085789
2023-06-19,2385.03125,2385.03125,2346.865234375,2355.310546875,2347.019775390625,3399277
2023-06-20,2351.387939453125,2366.571044921875,2339.80419921875,2360.202392578125,2351.89453125,3460548
2023-06-21,2360.110107421875,2371.970703125,2351.80322265625,2366.84814453125,2358.516845703125,3480801
2023-06-22,2359.187255859375,2375.155029296875,2337.03515625,2340.265625,2332.02783203125,3809583
2023-06-23,2334.173828125,2338.327392578125,2318.5751953125,2321.113525390625,2312.943115234375,3314285
2023-06-26,2313.960205078125,2321.71337890625,2297.0693359375,2303.391845703125,2295.283935546875,6320579
2023-06-27,2304.31494140625,2316.267578125,2295.17724609375,2304.22265625,2296.11181640625,4844733
2023-06-28,2319.498291015625,2342.434814453125,2305.5146484375,2334.727783203125,2326.509521484375,5677003
2023-06-30,2350.326416015625,2359.787109375,2338.37353515625,2353.8798828125,2345.59423828125,5575777
2023-07-03,2361.079345703125,2420.105224609375,2358.587158203125,2414.290283203125,2405.7919921875,6077193
2023-07-04,2422.874267578125,2422.874267578125,2375.10888671875,2389.41552734375,2381.004638671875,4030821
2023-07-05,2408.106201171875,2408.106201171875,2377.462646484375,2385.49267578125,2377.095703125,5124031
2023-07-06,2377.693359375,2440.826416015625,2377.693359375,2435.5654296875,2426.9921875,9558993
2023-07-07,2432.104248046875,2459.748046875,2425.64306640625,2430.81201171875,2422.255615234375,6687633
2023-07-10,2481.853759765625,2543.787109375,2469.024169921875,2524.4501953125,2515.564208984375,16620008
2023-07-11,2540.92578125,2556.708984375,2526.803955078125,2551.817138671875,2542.834716796875,10034674
2023-07-12,2553.2939453125,2586.2451171875,2549.001953125,2554.63232421875,2545.639892578125,9366917
2023-07-13,2569.538818359375,2583.47607421875,2526.48095703125,2531.7880859375,2522.876220703125,7341467
2023-07-14,2538.2490234375,2548.309814453125,2515.266357421875,2529.665283203125,2520.7607421875,7562072
2023-07-17,2535.480224609375,2598.290283203125,2517.943115234375,2581.353271484375,2572.266845703125,11110020
2023-07-18,2600.090087890625,2618.96533203125,2577.93798828125,2603.2744140625,2594.11083984375,12933656
2023-07-19,2612.089111328125,2636.087158203125,2581.630126953125,2623.026611328125,2613.79345703125,19561078
2023-07-20,2580.0,2630.949951171875,2580.0,2619.85009765625,2610.628173828125,19358812
2023-07-21,2609.0,2614.89990234375,2523.60009765625,2538.75,2529.8134765625,15124619
2023-07-24,2481.0,2514.949951171875,2469.300048828125,2487.39990234375,2478.644287109375,11863933
2023-07-25,2494.0,2505.199951171875,2480.0,2485.800048828125,2477.050048828125,6013010
2023-07-26,2485.0,2547.0,2485.0,2526.199951171875,2517.3076171875,6455506
2023-07-27,2534.050048828125,2537.64990234375,2490.35009765625,2502.699951171875,2493.890380859375,8613449
2023-07-28,2512.050048828125,2542.85009765625,2500.550048828125,2527.85009765625,2518.9521484375,10413926
2023-07-31,2527.85009765625,2553.89990234375,2517.949951171875,2549.25,2540.276611328125,4275587
2023-08-01,2555.0,2559.0,2505.300048828125,2513.199951171875,2504.353515625,4768316
2023-08-02,2509.199951171875,2512.0,2463.60009765625,2486.35009765625,2477.59814453125,6374107
2023-08-03,2475.300048828125,2500.89990234375,2458.050048828125,2475.89990234375,2467.184814453125,5084175
2023-08-04,2498.800048828125,2516.0,2471.60009765625,2509.550048828125,2500.71630859375,11442805
2023-08-07,2521.0,2528.39990234375,2505.0,2523.85009765625,2514.966064453125,2991435
2023-08-08,2528.0,2534.449951171875,2499.550048828125,2508.64990234375,2499.8193359375,4922036
2023-08-09,2504.85009765625,2529.0,2481.10009765625,2525.199951171875,2516.311279296875,5743293
2023-08-10,2524.949951171875,2550.0,2508.449951171875,2536.449951171875,2527.521728515625,7735299
2023-08-11,2532.449951171875,2558.85009765625,2512.35009765625,2547.14990234375,2538.183837890625,11089665
2023-08-14,2539.0,2582.300048828125,2525.0,2577.25,2568.177978515625,4787906
2023-08-16,2551.0,2582.800048828125,2551.0,2575.14990234375,2566.08544921875,5101556
2023-08-17,2567.10009765625,2578.10009765625,2532.85009765625,2538.0,2529.066162109375,6836872
2023-08-18,2531.25,2577.60009765625,2508.550048828125,2556.800048828125,2547.800048828125,9319989
2023-08-21,2539.949951171875,2555.449951171875,2515.64990234375,2520.0,2520.0,4610873
2023-08-22,2516.89990234375,2537.949951171875,2499.0,2519.39990234375,2519.39990234375,3856522
2023-08-23,2524.199951171875,2542.85009765625,2516.949951171875,2522.199951171875,2522.199951171875,4758976
2023-08-24,2539.89990234375,2539.89990234375,2471.0,2479.800048828125,2479.800048828125,7070010
2023-08-25,2456.0,2505.0,2442.60009765625,2468.35009765625,2468.35009765625,11111200
2023-08-28,2472.0,2484.0,2431.10009765625,2443.75,2443.75,6290413
2023-08-29,2452.050048828125,2453.449951171875,2408.14990234375,2420.35009765625,2420.35009765625,8438322
2023-08-30,2432.0,2443.0,2415.0,2418.050048828125,2418.050048828125,6084473
2023-08-31,2423.0,2425.0,2399.89990234375,2407.0,2407.0,10819300
2023-09-01,2406.550048828125,2425.64990234375,2401.64990234375,2412.64990234375,2412.64990234375,9056421
2023-09-04,2412.64990234375,2423.64990234375,2405.300048828125,2410.699951171875,2410.699951171875,4673813
2023-09-05,2420.0,2433.949951171875,2412.449951171875,2423.60009765625,2423.60009765625,4337938
2023-09-06,2421.10009765625,2436.14990234375,2417.25,2428.699951171875,2428.699951171875,4100185
2023-09-07,2421.699951171875,2438.25,2411.0,2432.0,2432.0,6826286
2023-09-08,2440.0,2456.0,2422.949951171875,2448.199951171875,2448.199951171875,11554644
2023-09-11,2452.0,2476.85009765625,2452.0,2474.60009765625,2474.60009765625,6635537
2023-09-12,2483.0,2483.0,2435.949951171875,2438.85009765625,2438.85009765625,8127833
2023-09-13,2440.0,2462.64990234375,2426.25,2451.050048828125,2451.050048828125,6401669
2023-09-14,2460.0,2465.800048828125,2445.0,2453.300048828125,2453.300048828125,4604818
2023-09-15,2468.0,2468.0,2449.5,2457.85009765625,2457.85009765625,12734296
2023-09-18,2440.050048828125,2451.0,2432.050048828125,2436.449951171875,2436.449951171875,3758150
2023-09-20,2423.050048828125,2427.60009765625,2355.0,2382.14990234375,2382.14990234375,28540942
2023-09-21,2374.949951171875,2390.10009765625,2360.0,2364.800048828125,2364.800048828125,6113091
2023-09-22,2376.0,2382.449951171875,2350.0,2354.949951171875,2354.949951171875,9588393
2023-09-25,2350.39990234375,2360.699951171875,2335.10009765625,2340.449951171875,2340.449951171875,7127442
2023-09-26,2338.550048828125,2350.199951171875,2335.60009765625,2342.5,2342.5,5043891
2023-09-27,2343.5,2371.800048828125,2338.5,2368.89990234375,2368.89990234375,5861389
2023-09-28,2383.0,2383.0,2325.0,2334.10009765625,2334.10009765625,7259173
2023-09-29,2341.800048828125,2369.10009765625,2334.10009765625,2345.0,2345.0,6171007
2023-10-03,2329.949951171875,2335.60009765625,2316.0,2318.14990234375,2318.14990234375,4429528
2023-10-04,2309.0,2319.0,2295.10009765625,2314.14990234375,2314.14990234375,5143193
2023-10-05,2319.25,2329.39990234375,2309.0,2314.10009765625,2314.10009765625,5476841
2023-10-06,2317.050048828125,2324.800048828125,2312.050048828125,2318.0,2318.0,2715513
2023-10-09,2308.10009765625,2311.949951171875,2295.0,2298.25,2298.25,3788439
2023-10-10,2306.550048828125,2317.89990234375,2303.75,2308.39990234375,2308.39990234375,5118016
2023-10-11,2314.449951171875,2349.699951171875,2313.0,2345.050048828125,2345.050048828125,4907059
2023-10-12,2343.85009765625,2359.35009765625,2338.14990234375,2349.39990234375,2349.39990234375,6277225
2023-10-13,2340.0,2357.5,2329.14990234375,2349.300048828125,2349.300048828125,5075158
2023-10-16,2345.0,2354.550048828125,2336.0,2344.050048828125,2344.050048828125,2964518
2023-10-17,2356.0,2359.699951171875,2341.300048828125,2355.25,2355.25,3964090
2023-10-18,2355.25,2367.0,2321.0,2324.0,2324.0,4459160
2023-10-19,2312.0,2321.800048828125,2301.0,2306.14990234375,2306.14990234375,6016278
2023-10-20,2300.0,2314.699951171875,2296.300048828125,2299.10009765625,2299.10009765625,4456656
2023-10-23,2290.0,2306.25,2255.25,2263.199951171875,2263.199951171875,3926981
2023-10-25,2250.050048828125,2281.199951171875,2243.0,2257.949951171875,2257.949951171875,5810344
2023-10-26,2251.0,2258.0,2220.300048828125,2226.5,2226.5,7611267
2023-10-27,2240.0,2273.5,2235.949951171875,2265.800048828125,2265.800048828125,5885542
2023-10-30,2274.0,2325.0,2269.949951171875,2312.5,2312.5,8406652
2023-10-31,2328.0,2328.0,2282.89990234375,2287.89990234375,2287.89990234375,6404219
2023-11-01,2289.14990234375,2317.5,2275.199951171875,2297.39990234375,2297.39990234375,5154595
2023-11-02,2313.949951171875,2324.300048828125,2307.949951171875,2320.199951171875,2320.199951171875,5281052
2023-11-03,2327.199951171875,2334.949951171875,2315.75,2319.699951171875,2319.699951171875,4425078
2023-11-06,2332.300048828125,2340.0,2325.60009765625,2339.0,2339.0,5323652
2023-11-07,2334.050048828125,2339.10009765625,2319.550048828125,2323.800048828125,2323.800048828125,3480102
2023-11-08,2332.0,2341.0,2321.75,2335.89990234375,2335.89990234375,3942247
2023-11-09,2335.85009765625,2335.89990234375,2304.199951171875,2310.550048828125,2310.550048828125,7256805
2023-11-10,2305.550048828125,2316.35009765625,2298.050048828125,2314.89990234375,2314.89990234375,3867477
2023-11-13,2322.89990234375,2324.60009765625,2311.699951171875,2314.60009765625,2314.60009765625,1927405
2023-11-15,2340.0,2361.949951171875,2327.0,2356.449951171875,2356.449951171875,6110324
2023-11-16,2351.10009765625,2374.14990234375,2346.949951171875,2360.699951171875,2360.699951171875,6567455
2023-11-17,2352.89990234375,2373.25,2352.050048828125,2355.550048828125,2355.550048828125,3879317
2023-11-20,2348.550048828125,2358.39990234375,2336.39990234375,2349.35009765625,2349.35009765625,2245093
2023-11-21,2366.0,2388.0,2360.199951171875,2378.89990234375,2378.89990234375,4107225
2023-11-22,2375.0,2394.449951171875,2372.199951171875,2388.199951171875,2388.199951171875,4267407
2023-11-23,2388.199951171875,2400.0,2388.199951171875,2395.5,2395.5,4265771
2023-11-24,2391.60009765625,2402.60009765625,2391.050048828125,2393.89990234375,2393.89990234375,3374743
2023-11-28,2393.89990234375,2399.699951171875,2375.25,2394.39990234375,2394.39990234375,6896087
2023-11-29,2408.0,2411.949951171875,2398.050048828125,2400.699951171875,2400.699951171875,6265653
2023-11-30,2394.699951171875,2400.699951171875,2369.89990234375,2377.449951171875,2377.449951171875,14219992
2023-12-01,2378.0,2396.39990234375,2377.60009765625,2394.300048828125,2394.300048828125,7171421
2023-12-04,2450.0,2450.0,2398.60009765625,2420.199951171875,2420.199951171875,7795495
2023-12-05,2439.0,2440.85009765625,2421.64990234375,2437.75,2437.75,6346812
2023-12-06,2447.10009765625,2472.949951171875,2435.0,2461.10009765625,2461.10009765625,8211221
2023-12-07,2460.0,2460.949951171875,2442.0,2457.050048828125,2457.050048828125,4071048
2023-12-08,2463.85009765625,2476.699951171875,2445.0,2455.75,2455.75,5102447
2023-12-11,2456.0,2467.60009765625,2452.39990234375,2459.35009765625,2459.35009765625,3533069
2023-12-12,2460.0,2464.949951171875,2420.14990234375,2424.050048828125,2424.050048828125,4598562
2023-12-13,2422.0,2438.35009765625,2406.300048828125,2433.949951171875,2433.949951171875,5015591
2023-12-14,2454.0,2474.949951171875,2442.64990234375,2464.14990234375,2464.14990234375,8486177
2023-12-15,2478.0,2500.0,2470.050048828125,2495.60009765625,2495.60009765625,7966076
2023-12-18,2495.60009765625,2534.89990234375,2490.949951171875,2521.0,2521.0,7082594
2023-12-19,2555.0,2573.89990234375,2525.199951171875,2558.10009765625,2558.10009765625,8410302
2023-12-20,2571.050048828125,2598.85009765625,2520.0,2527.14990234375,2527.14990234375,8868361
2023-12-21,2527.0,2573.5,2518.25,2562.550048828125,2562.550048828125,6882727
2023-12-22,2559.60009765625,2580.89990234375,2547.64990234375,2565.050048828125,2565.050048828125,8270892
2023-12-26,2568.0,2591.949951171875,2562.699951171875,2578.050048828125,2578.050048828125,3732832
2023-12-27,2582.0,2599.89990234375,2573.10009765625,2586.85009765625,2586.85009765625,4602078
2023-12-28,2589.800048828125,2612.0,2586.85009765625,2605.550048828125,2605.550048828125,6151318
2023-12-29,2611.10009765625,2614.0,2579.300048828125,2584.949951171875,2584.949951171875,5432292
